subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
153,clinical-medicine,261,University of Southern Denmark,Denmark,Odense,63.9,60.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-southern-denmark-500382
154,clinical-medicine,710,University of Ulsan,South Korea,Ulsan,63.9,45.4,"12,415",https://www.usnews.com/education/best-global-universities/university-of-ulsan-500178
155,clinical-medicine,109,Huazhong University of Science & Technology,China,Wuhan,63.8,69.1,"57,167",https://www.usnews.com/education/best-global-universities/huazhong-university-of-science-technology-505190
156,clinical-medicine,236,Goethe University Frankfurt,Germany,Frankfurt am Main,63.7,61.2,N/A,https://www.usnews.com/education/best-global-universities/goethe-university-frankfurt-503512
157,clinical-medicine,,University of the Philippines Manila,Philippines,Manila,63.7,N/A,N/A,https://www.usnews.com/education/best-global-universities/university-of-the-philippines-manila-529741
158,clinical-medicine,93,Zhejiang University,China,Hangzhou,63.7,70.7,"44,636",https://www.usnews.com/education/best-global-universities/zhejiang-university-504773
159,clinical-medicine,182,Eberhard Karls University of Tubingen,Germany,Tubingen,63.6,63.9,N/A,https://www.usnews.com/education/best-global-universities/eberhard-karls-university-of-tubingen-503424
160,clinical-medicine,372,Baylor University,United States,Waco,63.5,55.2,N/A,https://www.usnews.com/education/best-global-universities/baylor-university-223232
161,clinical-medicine,366,Catholic University of the Sacred Heart,Italy,Milan,63.3,55.5,N/A,https://www.usnews.com/education/best-global-universities/catholic-university-of-the-sacred-heart-503167
162,clinical-medicine,333,Medical University of Graz,Austria,Graz,63.3,56.8,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-graz-501562
163,clinical-medicine,84,University of California Irvine,United States,Irvine,63.3,71.9,"36,655",https://www.usnews.com/education/best-global-universities/university-of-california-irvine-110653
164,clinical-medicine,286,Osaka University,Japan,Suita,63.2,59,"22,485",https://www.usnews.com/education/best-global-universities/osaka-university-505864
165,clinical-medicine,439,Virginia Commonwealth University,United States,Richmond,63.2,53.5,N/A,https://www.usnews.com/education/best-global-universities/virginia-commonwealth-university-234030
166,clinical-medicine,300,Western University (University of Western Ontario),Canada,London (Canada),63.2,58.2,N/A,https://www.usnews.com/education/best-global-universities/western-university-university-of-western-ontario-499965
167,clinical-medicine,171,Universite Catholique Louvain,Belgium,Louvain-la-Neuve,63.1,64.7,"24,523",https://www.usnews.com/education/best-global-universities/universite-catholique-louvain-506348
168,clinical-medicine,247,University of Otago,New Zealand,Dunedin,63.1,60.7,"18,508",https://www.usnews.com/education/best-global-universities/university-of-otago-506723
169,clinical-medicine,421,University of Texas Health San Antonio,United States,San Antonio,63.1,53.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-san-antonio-228644
170,clinical-medicine,554,Hacettepe University,Turkey,Ankara,62.9,49.5,"38,444",https://www.usnews.com/education/best-global-universities/hacettepe-university-505298
171,clinical-medicine,339,Jagiellonian University,Poland,Krakow,62.9,56.6,"34,725",https://www.usnews.com/education/best-global-universities/jagiellonian-university-500039
172,clinical-medicine,84,Pennsylvania State University,United States,University Park,62.9,71.9,"46,863",https://www.usnews.com/education/best-global-universities/pennsylvania-state-university-214777
173,clinical-medicine,322,Ulm University,Germany,Ulm,62.9,57.4,"10,271",https://www.usnews.com/education/best-global-universities/ulm-university-502475
174,clinical-medicine,199,University of Bergen,Norway,Bergen,62.9,63,"15,202",https://www.usnews.com/education/best-global-universities/university-of-bergen-500374
175,clinical-medicine,209,Central South University,China,Changsha,62.8,62.5,"56,344",https://www.usnews.com/education/best-global-universities/central-south-university-501467
176,clinical-medicine,241,Hebrew University of Jerusalem,Israel,Jerusalem,62.8,60.9,"16,362",https://www.usnews.com/education/best-global-universities/hebrew-university-of-jerusalem-500554
177,clinical-medicine,250,University of Illinois Chicago,United States,Chicago,62.8,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-illinois-chicago-145600
178,clinical-medicine,134,University of Sheffield,United Kingdom,Sheffield,62.8,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
179,clinical-medicine,152,Cardiff University,United Kingdom,Cardiff,62.7,66.1,N/A,https://www.usnews.com/education/best-global-universities/cardiff-university-500071
180,clinical-medicine,178,University of Freiburg,Germany,Freiburg,62.6,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
181,clinical-medicine,250,University of Florence,Italy,Florence,62.5,60.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-florence-501033
182,clinical-medicine,247,Universidade do Porto,Portugal,Porto,62.3,60.7,"33,484",https://www.usnews.com/education/best-global-universities/universidade-do-porto-505685
183,clinical-medicine,223,University of Antwerp,Belgium,Antwerp,62.3,61.8,"15,857",https://www.usnews.com/education/best-global-universities/university-of-antwerp-505023
184,clinical-medicine,219,University of Munster,Germany,Munster,62.3,61.9,"28,014",https://www.usnews.com/education/best-global-universities/university-of-munster-500396
185,clinical-medicine,244,University of Witwatersrand,South Africa,Johannesburg,62.3,60.8,"26,871",https://www.usnews.com/education/best-global-universities/university-of-witwatersrand-500909
186,clinical-medicine,30,Nanyang Technological University,Singapore,Singapore,62.2,79,"24,651",https://www.usnews.com/education/best-global-universities/nanyang-technological-university-503366
187,clinical-medicine,416,St Georges University London,United Kingdom,London (U.K.),62.1,54,"3,535",https://www.usnews.com/education/best-global-universities/st-georges-university-london-502037
188,clinical-medicine,152,Indiana University Bloomington,United States,Bloomington,62,66.1,N/A,https://www.usnews.com/education/best-global-universities/indiana-university-bloomington-151351
189,clinical-medicine,450,Tulane University,United States,New Orleans,61.9,53.2,"11,220",https://www.usnews.com/education/best-global-universities/tulane-university-160755
190,clinical-medicine,194,Universite de Montpellier,France,Montpellier,61.9,63.3,"40,179",https://www.usnews.com/education/best-global-universities/universite-de-montpellier-528813
191,clinical-medicine,138,University of Bonn,Germany,Bonn,61.9,67,"27,210",https://www.usnews.com/education/best-global-universities/university-of-bonn-504578
192,clinical-medicine,517,Keio University,Japan,Tokyo,61.8,50.6,N/A,https://www.usnews.com/education/best-global-universities/keio-university-500715
193,clinical-medicine,468,University of Verona,Italy,Verona,61.8,52.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-verona-503896
194,clinical-medicine,219,University of Pisa,Italy,Pisa,61.7,61.9,"34,459",https://www.usnews.com/education/best-global-universities/university-of-pisa-501006
195,clinical-medicine,478,Aga Khan University,Pakistan,Karachi,61.6,52.2,N/A,https://www.usnews.com/education/best-global-universities/aga-khan-university-528969
196,clinical-medicine,194,Northeastern University,United States,Boston,61.6,63.3,"21,211",https://www.usnews.com/education/best-global-universities/northeastern-university-167358
197,clinical-medicine,290,Universite de Bordeaux,France,Talence,61.5,58.9,"53,757",https://www.usnews.com/education/best-global-universities/universite-de-bordeaux-528820
198,clinical-medicine,70,University of Colorado Boulder,United States,Boulder,61.5,73.1,"34,928",https://www.usnews.com/education/best-global-universities/university-of-colorado-boulder-126614
199,clinical-medicine,256,University of Erlangen Nuremberg,Germany,Erlangen,61.5,60.3,"33,777",https://www.usnews.com/education/best-global-universities/university-of-erlangen-nuremberg-504002
200,clinical-medicine,280,University of Kiel,Germany,Kiel,61.5,59.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-kiel-504681
201,clinical-medicine,261,Dartmouth College,United States,Hanover,61.4,60.1,"6,440",https://www.usnews.com/education/best-global-universities/dartmouth-college-182670
202,clinical-medicine,304,Sichuan University,China,Chengdu,61.4,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
203,clinical-medicine,202,Universidade de Lisboa,Portugal,Lisbon,61.4,62.9,"48,404",https://www.usnews.com/education/best-global-universities/universidade-de-lisboa-501120
204,clinical-medicine,605,University of Oklahoma Health Sciences Center,United States,Oklahoma City,61.1,48.2,N/A,https://www.usnews.com/education/best-global-universities/university-of-oklahoma-health-sciences-center-207342
205,clinical-medicine,487,University of Massachusetts Boston,United States,Boston,61,51.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-massachusetts-boston-166638
206,clinical-medicine,186,Technische Universitat Dresden,Germany,Dresden,60.9,63.6,"30,578",https://www.usnews.com/education/best-global-universities/technische-universitat-dresden-501011
207,clinical-medicine,463,Wake Forest University,United States,Winston-Salem,60.9,52.8,N/A,https://www.usnews.com/education/best-global-universities/wake-forest-university-199847
208,clinical-medicine,304,La Trobe University,Australia,Melbourne (Australia),60.8,58.1,"21,663",https://www.usnews.com/education/best-global-universities/la-trobe-university-501305
209,clinical-medicine,884,Capital Medical University,China,Beijing,60.7,41.2,N/A,https://www.usnews.com/education/best-global-universities/capital-medical-university-504555
210,clinical-medicine,512,Mahidol University,Thailand,Salaya,60.7,50.7,"28,477",https://www.usnews.com/education/best-global-universities/mahidol-university-503481
211,clinical-medicine,517,Tehran University of Medical Sciences,Iran,Tehran,60.7,50.6,"11,605",https://www.usnews.com/education/best-global-universities/tehran-university-of-medical-sciences-503294
212,clinical-medicine,,Jimma University,Ethiopia,Jimma,60.5,N/A,N/A,https://www.usnews.com/education/best-global-universities/jimma-university-529904
213,clinical-medicine,615,Medical College of Wisconsin,United States,Milwaukee,60.5,48,N/A,https://www.usnews.com/education/best-global-universities/medical-college-of-wisconsin-239169
214,clinical-medicine,304,Stellenbosch University,South Africa,Stellenbosch,60.5,58.1,"24,907",https://www.usnews.com/education/best-global-universities/stellenbosch-university-500980
215,clinical-medicine,342,University of Turku,Finland,Turku,60.5,56.4,"12,919",https://www.usnews.com/education/best-global-universities/university-of-turku-504089
216,clinical-medicine,152,University of Exeter,United Kingdom,Exeter,60.4,66.1,"24,940",https://www.usnews.com/education/best-global-universities/university-of-exeter-502021
217,clinical-medicine,212,University of Valencia,Spain,Valencia,60.4,62.4,"50,575",https://www.usnews.com/education/best-global-universities/university-of-valencia-504510
218,clinical-medicine,346,Leipzig University,Germany,Leipzig,60.3,56.2,N/A,https://www.usnews.com/education/best-global-universities/leipzig-university-503504
219,clinical-medicine,,Alfaisal University,Saudi Arabia,Riyadh,60.1,N/A,N/A,https://www.usnews.com/education/best-global-universities/alfaisal-university-529740
